YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,O
20240330,14,280,50,40,70,89,,82,0,37,10,3,9970,35,8,95,58.0,7,0,1,0
20240330,15,250,40,30,70,88,,81,0,39,8,2,9977,65,8,95,23.0,7,0,1,0
20240330,16,30,10,10,40,91,,79,0,31,0,-1,9979,65,8,92,23.0,7,0,1,0
20240330,17,260,10,20,40,91,,76,2,35,0,0,9988,70,8,90,,5,0,0,0
20240330,18,280,20,30,40,86,80.0,72,7,22,0,0,9994,65,8,91,2.0,7,0,0,0
20240330,19,170,10,10,40,64,,61,0,1,0,0,9997,65,8,97,,5,0,0,0
20240330,20,990,10,10,20,41,,38,0,0,0,0,9999,1,2,98,34.0,7,1,0,0
20240330,21,120,20,10,20,47,,44,0,0,0,0,10002,1,1,98,33.0,7,1,0,0
20240330,22,110,20,30,40,51,,49,0,0,0,0,10004,35,2,98,20.0,7,1,0,0
20240330,23,100,20,10,30,48,,45,0,0,0,0,10006,26,8,98,10.0,7,0,0,0
20240330,24,10,10,20,30,27,6.0,24,0,0,0,0,10002,1,8,98,34.0,7,1,0,0
20240331,1,40,10,20,20,26,,23,0,0,0,0,9995,1,7,98,33.0,7,1,0,0
20240331,2,70,30,20,40,56,,53,0,0,0,0,9996,28,8,98,20.0,7,1,0,0
20240331,3,100,30,30,50,64,,57,0,0,0,0,9995,57,8,95,10.0,7,0,0,0
20240331,4,60,40,40,70,68,,54,0,0,0,0,9989,65,8,91,,5,0,0,0
20240331,5,80,40,40,60,66,,56,0,0,0,0,9988,60,8,93,,5,0,0,0
20240331,6,70,50,50,80,72,8.0,63,0,2,0,0,9986,60,8,93,2.0,7,0,0,0
20240331,7,80,50,60,80,73,,63,0,9,0,-1,9983,59,8,92,81.0,7,0,1,0
20240331,8,70,50,50,80,78,,70,0,30,9,8,9977,48,8,94,81.0,7,0,1,0
20240331,9,90,60,60,90,91,,79,4,96,0,-1,9976,58,8,92,23.0,7,0,1,0
20240331,10,80,50,50,80,102,,88,0,75,0,0,9970,58,8,91,10.0,7,0,0,0
20240331,11,80,50,50,80,124,,98,3,134,0,0,9966,61,7,84,,5,0,0,0
20240331,12,140,60,70,90,141,69.0,92,7,185,0,0,9963,68,7,72,2.0,7,0,0,0
20240331,13,110,60,50,90,146,,101,1,125,0,0,9953,75,8,74,,5,0,0,0
20240331,14,160,50,60,90,136,,95,0,35,3,5,9953,65,8,76,81.0,7,0,1,0
20240331,15,180,50,50,90,136,,86,0,67,5,1,9949,75,8,71,51.0,7,0,1,0
20240331,16,210,30,30,70,123,,92,0,29,6,2,9946,66,8,81,81.0,7,0,1,0
20240331,17,160,20,20,50,111,,94,0,10,10,16,9944,63,8,89,61.0,7,0,1,0
20240331,18,40,20,20,40,107,104.0,97,0,4,7,7,9935,65,8,93,61.0,7,0,1,0
20240331,19,50,30,30,50,105,,95,0,0,0,-1,9936,65,8,93,23.0,7,0,1,0
20240331,20,70,30,30,60,104,,97,0,0,2,4,9939,59,8,95,81.0,7,0,1,0
20240331,21,110,30,30,50,105,,100,0,0,7,3,9934,50,8,96,23.0,7,0,1,0
20240331,22,120,20,20,80,99,,95,0,0,0,0,9930,50,7,97,10.0,7,0,0,0
20240331,23,150,30,30,40,93,,89,0,0,0,0,9929,29,2,97,10.0,7,0,0,0
20240331,24,160,20,20,40,79,51.0,78,0,0,0,0,9928,7,8,99,34.0,7,1,0,0
